DEPARTAMENTO,SUBREGION,CODIGO_MUNICIPIO,MUNICIPIO
Valle del Cauca,Centro,76126,Calima
Valle del Cauca,Centro,76248,El Cerrito
Valle del Cauca,Centro,76306,Ginebra
Valle del Cauca,Centro,76318,Guacarí
Valle del Cauca,Centro,76606,Restrepo
Valle del Cauca,Centro,76616,Riofrío
Valle del Cauca,Centro,76670,San Pedro
Valle del Cauca,Centro,76828,Trujillo
Valle del Cauca,Centro,76834,Tuluá
Valle del Cauca,Centro,76890,Yotoco
Valle del Cauca,Norte,76020,Alcalá
Valle del Cauca,Norte,76041,Ansermanuevo
Valle del Cauca,Norte,76054,Argelia
Valle del Cauca,Norte,76100,Bolívar
Valle del Cauca,Norte,76147,Cartago
Valle del Cauca,Norte,76243,El Águila
Valle del Cauca,Norte,76246,El Cairo
Valle del Cauca,Norte,76250,El Dovio
Valle del Cauca,Norte,76400,La Unión
Valle del Cauca,Norte,76403,La Victoria
Valle del Cauca,Norte,76497,Obando
Valle del Cauca,Norte,76622,Roldanillo
Valle del Cauca,Norte,76823,Toro
Valle del Cauca,Norte,76845,Ulloa
Valle del Cauca,Norte,76863,Versalles
Valle del Cauca,Norte,76895,Zarzal
Valle del Cauca,Occidente,76109,Buenaventura
Valle del Cauca,Oriente,76122,Caicedonia
Valle del Cauca,Oriente,76736,Sevilla
Valle del Cauca,Sur,76001,Cali
Valle del Cauca,Sur,76130,Candelaria
Valle del Cauca,Sur,76233,Dagua
Valle del Cauca,Sur,76275,Florida
Valle del Cauca,Sur,76364,Jamundí
Valle del Cauca,Sur,76377,La Cumbre
Valle del Cauca,Sur,76520,Palmira
Valle del Cauca,Sur,76563,Pradera
Valle del Cauca,Sur,76869,Vijes
Valle del Cauca,Sur,76892,Yumbo
Vaupés,Vaupés,97161,Carurú
Vaupés,Vaupés,97001,Mitú
Vaupés,Vaupés,97511,Pacoa
Vaupés,Vaupés,97777,Papunahua
Vaupés,Vaupés,97666,Taraira
Vaupés,Vaupés,97889,Yavaraté
Vichada,Vichada,99773,Cumaribo
Vichada,Vichada,99524,La Primavera
Vichada,Vichada,99001,Puerto Carreño
Vichada,Vichada,99624,Santa Rosalía
